No,NPSN,Nama Satuan Pendidikan,Alamat,Kelurahan,Status,Kode Wilayah,Jenis Sekolah,Kecamatan,Alamat Lengkap,Country,Coordinates,Address found,lattitude,Longitude
1,20254860.0,TK AL-FITROH,JL. CIJERAH GIRANG RT. 002 RW. 005,Cijerah,SWASTA,26001,TK,Bandung Kulon,"JL. CIJERAH GIRANG RT. 002 RW. 005, Kel. Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9235317,107.5680217","Jl. Raya Cijerah, Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9235317,107.5680217
2,20254872.0,TK AL-FURQON,JL. H. ALFI,Cibuntu,SWASTA,26001,TK,Bandung Kulon,"JL. H. ALFI, Kel. Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9616716,107.645887","Jl. H. Bardan Raya, Kujangsari, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40287, Indonesia",-6.9616716,107.645887
3,20254862.0,TK AL-IKHWAN,JL. CIGONDEWAH,Gempol Sari,SWASTA,26001,TK,Bandung Kulon,"JL. CIGONDEWAH, Kel. Gempol Sari, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9470672,107.5644606","Jl. Cigondewah Rahayu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9470672,107.5644606
4,69917999.0,TK ARROYAN,Jl. Dirgantara V No. 10 Komp. Dirgantara Asri,Gempol Sari,SWASTA,26001,TK,Bandung Kulon,"Jl. Dirgantara V No. 10 Komp. Dirgantara Asri, Kel. Gempol Sari, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9307554,107.5519436","Jl. Dirgantara V No.10, Gempolsari, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40215, Indonesia",-6.9307554,107.5519436
5,20254880.0,TK ATTAZHIMIYAH,"Jl, Cigondewah",Cigondewah Kidul,SWASTA,26001,TK,Bandung Kulon,"Jl, Cigondewah, Kel. Cigondewah Kidul, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9443489,107.5654059","Jl. Cigondewah Rahayu, Cigondewah Kidul, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9443489,107.5654059
6,69967171.0,TK AZ-ZAHRA,Jl. Cigondewah Rahayu RT.001/003,Cigondewah Rahayu,SWASTA,26001,TK,Bandung Kulon,"Jl. Cigondewah Rahayu RT.001/003, Kel. Cigondewah Rahayu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9475247,107.5644281","Jl. Cigondewah Rahayu, Cigondewah Rahayu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9475247,107.5644281
7,20254877.0,TK BANDUNG RAYA,JL. CIJERAH,Cibuntu,SWASTA,26001,TK,Bandung Kulon,"JL. CIJERAH, Kel. Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9217854,107.5687644","Jl. Raya Cijerah, Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9217854,107.5687644
8,20254861.0,TK BINTARI,JL. CIBUNTU,Warung Muncang,SWASTA,26001,TK,Bandung Kulon,"JL. CIBUNTU, Kel. Warung Muncang, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9230135,107.5786728","Jl. Cibuntu Timur, Wr. Muncang, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40211, Indonesia",-6.9230135,107.5786728
9,20254863.0,TK BPK PENABUR,JL. TAMAN HOLIS INDAH,Cigondewah Kidul,SWASTA,26001,TK,Bandung Kulon,"JL. TAMAN HOLIS INDAH, Kel. Cigondewah Kidul, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9421724,107.5635594","Jl. Taman Holis Indah, Cigondewah Kidul, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9421724,107.5635594
10,20254881.0,TK CAHAYA NUSANTARA,JL. TAMAN BURUNG B-2,Gempol Sari,SWASTA,26001,TK,Bandung Kulon,"JL. TAMAN BURUNG B-2, Kel. Gempol Sari, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9286422,107.5545926","3HC3+F9H, Gempolsari, Bandung Kulon, Bandung City, West Java 40215, Indonesia",-6.9286422,107.5545926
11,20254873.0,TK ISLAM AN-NISA,Jl. Jend. Sudirman No. 817-819,Cijerah,SWASTA,26001,TK,Bandung Kulon,"Jl. Jend. Sudirman No. 817-819, Kel. Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.912731099999999,107.5702344","Jl. Jend. Sudirman No.817-819, Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40213, Indonesia",-6.9127311,107.5702344
12,70057165.0,TK ISLAM AZ-ZAHRA,Jl. Cijerah Gg. Lurah RT.01/06,Cibuntu,SWASTA,26001,TK,Bandung Kulon,"Jl. Cijerah Gg. Lurah RT.01/06, Kel. Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9187843,107.5711125","Jl. Cijerah Gg. Lurah, Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9187843,107.5711125
13,69982094.0,TK Islam Terpadu Al-Musyawarah,Jl. Pasir No. 1 Rt.05/05,Caringin,SWASTA,26001,TK,Bandung Kulon,"Jl. Pasir No. 1 Rt.05/05, Kel. Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9268209,107.567421","Jl. Pasir No.1, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212, Indonesia",-6.9268209,107.567421
14,20254882.0,TK KASIH BANGSA,Taman Holis Indah Blok G,Cigondewah Rahayu,SWASTA,26001,TK,Bandung Kulon,"Taman Holis Indah Blok G, Kel. Cigondewah Rahayu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.946792899999999,107.560717","Jl. Taman Holis Indah No.Blok G, Cigondewah Rahayu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40215, Indonesia",-6.9467929,107.560717
15,20254864.0,TK KRISTEN PELITA,Jl. Holis No. 300,Caringin,SWASTA,26001,TK,Bandung Kulon,"Jl. Holis No. 300, Kel. Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9327203,107.5714585","Jl. Holis No.300, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212, Indonesia",-6.9327203,107.5714585
16,20254874.0,TK MUSLIMIN,JL. CIJERAH BELAKANG NO. 4,Cijerah,SWASTA,26001,TK,Bandung Kulon,"JL. CIJERAH BELAKANG NO. 4, Kel. Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9235317,107.5680217","Jl. Raya Cijerah, Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",-6.9235317,107.5680217
17,20254875.0,TK PROFITA,Jl. H. Anwar No. 47,Cibuntu,SWASTA,26001,TK,Bandung Kulon,"Jl. H. Anwar No. 47, Kel. Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.919385999999999,107.5716549","Jl. H. Anwar No.47, Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212, Indonesia",-6.919386,107.5716549
18,20254752.0,TK TUNAS CEMARA,Jl. Sukarno Hatta No. 22,Cibuntu,SWASTA,26001,TK,Bandung Kulon,"Jl. Sukarno Hatta No. 22, Kel. Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9192122,107.5735382","Jl. Soekarno-Hatta No.22, Cibuntu, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212, Indonesia",-6.9192122,107.5735382
19,20254878.0,TK TUNAS MEKAR,JL. MEKAR BUNGAH NO. 26,Cijerah,SWASTA,26001,TK,Bandung Kulon,"JL. MEKAR BUNGAH NO. 26, Kel. Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9233788,107.5661366","Jl. Mekar Bungah No.26, Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40213, Indonesia",-6.9233788,107.5661366
1,20254731.0,TK AL-FITROH TUNAS HARAPAN,"Jl. Caringin No.91, RT.05/RW.02",Babakan Ciparay,SWASTA,26002,TK,Babakan Ciparay,"Jl. Caringin No.91, RT.05/RW.02, Kel. Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.945897599999999,107.5840668","Jl. Caringin No.91, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223, Indonesia",-6.9458976,107.5840668
2,20254908.0,TK AL-ISLAM,Jl. Terusan Holis No. 38 RT.03/10,Margahayu Utara,SWASTA,26002,TK,Babakan Ciparay,"Jl. Terusan Holis No. 38 RT.03/10, Kel. Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9463431,107.5683184","Jl. Terusan Holis Cibolerang No.38, Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40224, Indonesia",-6.9463431,107.5683184
3,20255074.0,TK ALIMAN SHOLIHAN,JL. H. Zakaria Rt.002 Rw.001,Sukahaji,SWASTA,26002,TK,Babakan Ciparay,"JL. H. Zakaria Rt.002 Rw.001, Kel. Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9336177,107.5834323","Jl. H. Zakaria, Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40221, Indonesia",-6.9336177,107.5834323
4,70005364.0,TK AN-NASYA,Jl. Caringin Dalam No. 22 RT. 08 RW.03,Margahayu Utara,SWASTA,26002,TK,Babakan Ciparay,"Jl. Caringin Dalam No. 22 RT. 08 RW.03, Kel. Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.946018599999999,107.5821011","Jl. Caringin Dalam No.22, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223, Indonesia",-6.9460186,107.5821011
5,20254954.0,TK BINEKAS PGRI,Jl. Caringin No. 124 RT. 02 RW. 04,Babakan Ciparay,SWASTA,26002,TK,Babakan Ciparay,"Jl. Caringin No. 124 RT. 02 RW. 04, Kel. Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.944848299999999,107.5824382","Jl. Caringin No.124, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223, Indonesia",-6.9448483,107.5824382
6,20254751.0,TK EVATA,KOMPLEK PASADENA,Babakan Ciparay,SWASTA,26002,TK,Babakan Ciparay,"KOMPLEK PASADENA, Kel. Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9441411,107.5790746","Komplek Pasadena, Jl. Caringin, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223, Indonesia",-6.9441411,107.5790746
7,20254732.0,TK HARAPAN BUNDA,Jl. Babakan Ciparay No. 251 RT.02/02,Sukahaji,SWASTA,26002,TK,Babakan Ciparay,"Jl. Babakan Ciparay No. 251 RT.02/02, Kel. Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9322367,107.5844825","Jl. Babakan Ciparay No.251, Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40242, Indonesia",-6.9322367,107.5844825
8,20255392.0,TK HOLIS PERMAI,JL. H. ENCEP BLOK BEAS NO. 24,Babakan Ciparay,SWASTA,26002,TK,Babakan Ciparay,"JL. H. ENCEP BLOK BEAS NO. 24, Kel. Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9393603,107.5747613","Blk. Beas No.24, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223, Indonesia",-6.9393603,107.5747613
9,20254907.0,TK JAUHARUL INSIYYAH,Jl. Satria Raya F.60 Komplek Cibolerang,Margahayu Utara,SWASTA,26002,TK,Babakan Ciparay,"Jl. Satria Raya F.60 Komplek Cibolerang, Kel. Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.947004199999999,107.5737191","Jl. Satria Wetan I No.E-1, Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40224, Indonesia",-6.9470042,107.5737191
10,20255403.0,TK KENARI,Jl. Caringin RT.01/03,Babakan Ciparay,SWASTA,26002,TK,Babakan Ciparay,"Jl. Caringin RT.01/03, Kel. Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.945141,107.5823535","Jl. Caringin, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",-6.945141,107.5823535
11,20254909.0,TK MELATI JAYA,JL. CIRANGRANG NO.542 RT.01 RW.04,Margasuka,SWASTA,26002,TK,Babakan Ciparay,"JL. CIRANGRANG NO.542 RT.01 RW.04, Kel. Margasuka, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9602033,107.5799171","Jl. Cirangrang Dalam, Margasuka, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",-6.9602033,107.5799171
12,20255145.0,TK NURSALAM,Jl. Makam Caringin Gg. Adinata No. 1 RT.04/02,Margahayu Utara,SWASTA,26002,TK,Babakan Ciparay,"Jl. Makam Caringin Gg. Adinata No. 1 RT.04/02, Kel. Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.950153599999999,107.5802788","Gg. Adinata No.1, Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40224, Indonesia",-6.9501536,107.5802788
13,20254910.0,TK PARKESIT,Jl. Caringin Elok No. 27A RT.01/06,Babakan Ciparay,SWASTA,26002,TK,Babakan Ciparay,"Jl. Caringin Elok No. 27A RT.01/06, Kel. Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.945141,107.5823535","Jl. Caringin, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",-6.945141,107.5823535
14,20254905.0,TK SITI KHODIJAH 2,KOMPLEK CIBOLERANG G.89,Margahayu Utara,SWASTA,26002,TK,Babakan Ciparay,"KOMPLEK CIBOLERANG G.89, Kel. Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat, Indonesia",id,"-6.947004199999999,107.5737191","Jl. Satria Wetan I No.E-1, Margahayu Utara, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40224, Indonesia",-6.9470042,107.5737191
1,20254969.0,TK ANAK BANGSA,Jl. Pagarsih Gg. Holili No. 182/87,Jamika,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Pagarsih Gg. Holili No. 182/87, Kel. Jamika, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9225525,107.5879287","Gg. Holili, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9225525,107.5879287
2,20254955.0,TK BHAKTI,Jl. Sukarma No. 8,Babakan Asih,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Sukarma No. 8, Kel. Babakan Asih, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9347044,107.5951956","Jl. Sukarma No.8, Babakan Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40232, Indonesia",-6.9347044,107.5951956
3,20254953.0,TK CEMPAKA,Jl. Situ Gunting Timur II No.35,Suka Asih,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Situ Gunting Timur II No.35, Kel. Suka Asih, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9336279,107.5868967","Jl. Situ Gunting Timur, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9336279,107.5868967
4,20254970.0,TK GRACIA,Jl. Pagarsih No. 256,Jamika,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Pagarsih No. 256, Kel. Jamika, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9218858,107.5865877","Jl. Pagarsih No.256, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9218858,107.5865877
5,69759452.0,TK ISLAM FAJAHIRA,Jl. Ters Pasirkoja No. 21 Gg. Sukapakir Tengah RT.06/05,Jamika,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Ters Pasirkoja No. 21 Gg. Sukapakir Tengah RT.06/05, Kel. Jamika, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.924238099999999,107.5890323","Gg. Sukapakir Dalam No.21, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9242381,107.5890323
6,20255401.0,TK ISLAMIYAH,Jl. Kopo Gg. Sukaleur No. 100/198A,Babakan Asih,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Kopo Gg. Sukaleur No. 100/198A, Kel. Babakan Asih, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9340573,107.5960833","Jl. Raya Kopo, Babakan Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat, Indonesia",-6.9340573,107.5960833
7,20254966.0,TK MELATI,Jl. Babakan Tarogong No. 231,Suka Asih,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Babakan Tarogong No. 231, Kel. Suka Asih, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9281189,107.5883247","Jl. Babakan Tarogong No.231, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9281189,107.5883247
8,20254952.0,TK NEGERI PEMBINA CITARIP,Jl. Kopo Komplek BTN Citarip Barat No. 2,Kopo,NEGERI,26003,TK,Bojong Loa Kaler,"Jl. Kopo Komplek BTN Citarip Barat No. 2, Kel. Kopo, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9409977,107.5890399","Jl. Cetarip Barat No.2, Kopo, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40233, Indonesia",-6.9409977,107.5890399
9,69759453.0,TK PELITA FAJAR,Jl. Jenderal Sudirman No. 475,Jamika,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Jenderal Sudirman No. 475, Kel. Jamika, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9190647,107.5879569","Jl. Jend. Sudirman No.475, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9190647,107.5879569
10,20254964.0,TK PUSPITA ASIH,Jalan Pagarsih Gg Siti Mariah 5 No. 398/86 Rt. 006 Rw. 001,Jamika,SWASTA,26003,TK,Bojong Loa Kaler,"Jalan Pagarsih Gg Siti Mariah 5 No. 398/86 Rt. 006 Rw. 001, Kel. Jamika, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.922008399999999,107.5880523","Gg. Siti Mariah V No.398 86, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9220084,107.5880523
11,20254962.0,TK SWADAYA,Jl. Pagarsih 181E,Jamika,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Pagarsih 181E, Kel. Jamika, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.923005799999999,107.589173","Jl. Pagarsih No.181E, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9230058,107.589173
12,69759451.0,TK TARBIYATUL MUTA`ALLIMIIN,JL.KOPO GG. PABRIK KULIT UTARA NO. 517 RT 04/01,Suka Asih,SWASTA,26003,TK,Bojong Loa Kaler,"JL.KOPO GG. PABRIK KULIT UTARA NO. 517 RT 04/01, Kel. Suka Asih, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9379411,107.5927015","Gg. Pabrik Kulit Utara No.517, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9379411,107.5927015
13,70009088.0,TK TERANG NUSANTARA,Jl. Jamika No. 88,Jamika,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Jamika No. 88, Kel. Jamika, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.922406899999999,107.5856465","Jl. Jamika No.88, RW.01, Jamika, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9224069,107.5856465
14,20254961.0,TK TUNAS HARAPAN AL-HUSNA,Jl. Pasirkoja Gg. Abadi II No. 237/194B,Babakan Tarogong,SWASTA,26003,TK,Bojong Loa Kaler,"Jl. Pasirkoja Gg. Abadi II No. 237/194B, Kel. Babakan Tarogong, Kec. Bojong Loa Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9265577,107.5862936","Jl. Terusan Pasirkoja No.237 194b, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231, Indonesia",-6.9265577,107.5862936
1,20254981.0,TK AISYIYAH 13,Jl. Leuwipanjang Gg. Kebonkalapa Dalam No. 3,Situsaeur,SWASTA,26004,TK,Bojong Loa Kidul,"Jl. Leuwipanjang Gg. Kebonkalapa Dalam No. 3, Kel. Situsaeur, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9401575,107.5964439","Gg. Kb. Kalapa, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40233, Indonesia",-6.9401575,107.5964439
2,20254971.0,TK AL-BASYARIYAH,Jl. Cibaduyut Lama Komplek Sauyunan,Kebon Lega,SWASTA,26004,TK,Bojong Loa Kidul,"Jl. Cibaduyut Lama Komplek Sauyunan, Kel. Kebon Lega, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.948585,107.5902128","Jl. Sauyunan Raya No.Kavling 18, Kb. Lega, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40235, Indonesia",-6.948585,107.5902128
3,69860905.0,TK BPK PENABUR SINGGASANA,JL. INDRA PRAHASTA TIMUR NO.2,Mekar Wangi,SWASTA,26004,TK,Bojong Loa Kidul,"JL. INDRA PRAHASTA TIMUR NO.2, Kel. Mekar Wangi, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9536503,107.5993461","Jl. Indra Prahasta Tim. No.2, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237, Indonesia",-6.9536503,107.5993461
4,20254975.0,TK BUNGA PERTIWI,JL. KOPO,Situsaeur,SWASTA,26004,TK,Bojong Loa Kidul,"JL. KOPO, Kel. Situsaeur, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9388883,107.5938769","Jl. Raya Kopo, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.9388883,107.5938769
5,20254976.0,TK DIAN MAS,JL. MUARA,Cibaduyut Kidul,SWASTA,26004,TK,Bojong Loa Kidul,"JL. MUARA, Kel. Cibaduyut Kidul, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.941832,107.6008838","Jl. Muara Sari, Kb. Lega, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40235, Indonesia",-6.941832,107.6008838
6,69895698.0,TK HARAPAN KASIH,Jl. RD Rangga Kencana No.2A,Mekar Wangi,SWASTA,26004,TK,Bojong Loa Kidul,"Jl. RD Rangga Kencana No.2A, Kel. Mekar Wangi, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9528219,107.6034204","Jl. RD Rangga Kencana No.2A, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237, Indonesia",-6.9528219,107.6034204
7,20254977.0,TK ISLAM AL-KAAFFAH,JL. KOPO NO. 233 BANDUNG,Situsaeur,SWASTA,26004,TK,Bojong Loa Kidul,"JL. KOPO NO. 233 BANDUNG, Kel. Situsaeur, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.939580599999999,107.5937775","Jl. Raya Kopo No.233, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40233, Indonesia",-6.9395806,107.5937775
8,69968768.0,TK ISLAM ASHOFIAH,Jl. Cibaduyut Raya No. 139 Rt. 001 Rw. 006,Cibaduyut,SWASTA,26004,TK,Bojong Loa Kidul,"Jl. Cibaduyut Raya No. 139 Rt. 001 Rw. 006, Kel. Cibaduyut, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9526222,107.5934366","Jl. Cibaduyut No.139, RW.06, Cibaduyut, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40236, Indonesia",-6.9526222,107.5934366
9,20254974.0,TK ISLAM TERPADU MUTHMAINNAH,KOMPLEK CIBADUYUT PERMAI JL. PRAMBANAN B3 BANDUNG 40239,Cibaduyut Kidul,SWASTA,26004,TK,Bojong Loa Kidul,"KOMPLEK CIBADUYUT PERMAI JL. PRAMBANAN B3 BANDUNG 40239, Kel. Cibaduyut Kidul, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9596068,107.5910688","Jl. Sewu No.Blok M, 5 Kidul, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40238, Indonesia",-6.9596068,107.5910688
10,20254979.0,TK REMBULAN,JL. Muara sari 1 No.27,Kebon Lega,SWASTA,26004,TK,Bojong Loa Kidul,"JL. Muara sari 1 No.27, Kel. Kebon Lega, Kec. Bojong Loa Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9445646,107.6010824","Jl. Muara Sari 1 No.27, Kb. Lega, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40235, Indonesia",-6.9445646,107.6010824
1,20254894.0,TK AISYIYAH 2,Jl. Otto Iskandardinata No. 77B/95 RT 3 RW 3,Pelindung Hewan,SWASTA,26005,TK,Astanaanyar,"Jl. Otto Iskandardinata No. 77B/95 RT 3 RW 3, Kel. Pelindung Hewan, Kec. Astanaanyar, Kota Bandung, Jawa Barat, Indonesia",id,"-6.936464200000001,107.6028784","Jl. Otto Iskandar Dinata No.77B/95, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40243, Indonesia",-6.9364642,107.6028784
2,20254898.0,TK AL-FURQON,Jl. Moh. Toha Gg. Ciseureuh II,Karasak,SWASTA,26005,TK,Astanaanyar,"Jl. Moh. Toha Gg. Ciseureuh II, Kel. Karasak, Kec. Astanaanyar, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9512513,107.6102753","no 38, Jl. Moch. Toha x No.gg, RT.10/RW.03, Ciseureuh, Kec. Astanaanyar, Kota Bandung, Jawa Barat, Indonesia",-6.9512513,107.6102753
